category,casecount,subcounty,county,state
subcounty,1,Linn County-Linn,Linn County,Iowa
subcounty,0,Maine,Adams County,North Dakota
subcounty,46,Linn County-Marion,Linn County,Iowa
subcounty,28,Linn County-Monroe,Linn County,Iowa
subcounty,0,Linn County-Otter Creek,Linn County,Iowa
subcounty,0,Linn County-Putnam,Linn County,Iowa
subcounty,0,Spring Grove,Green County,Wisconsin
subcounty,0,Linn County-Washington,Linn County,Iowa
subcounty,29,Columbus City,Delaware County,Ohio
subcounty,6,Louisa County-Concord,Louisa County,Iowa
subcounty,0,Eliot,York County,Maine
subcounty,1,Louisa County-Elm Grove,Louisa County,Iowa
subcounty,4,Grandview,Bayfield County,Wisconsin
subcounty,0,Louisa County-Jefferson,Louisa County,Iowa
subcounty,0,Louisa County-Marshall,Louisa County,Iowa
subcounty,1,Morning Sun,Louisa County,Iowa
subcounty,1,Louisa County-Oakland,Louisa County,Iowa
subcounty,3,Port Louisa,Louisa County,Iowa
subcounty,2,Louisa County-Union,Louisa County,Iowa
subcounty,5,Wapello,Louisa County,Iowa
subcounty,2,Lucas County-Benton,Lucas County,Iowa
subcounty,0,Lucas County-Cedar,Lucas County,Iowa
subcounty,24,Lucas County-Chariton,Lucas County,Iowa
subcounty,2,Lucas County-English,Lucas County,Iowa
subcounty,0,Lucas County-Jackson,Lucas County,Iowa
subcounty,1,Lucas County-Liberty,Lucas County,Iowa
subcounty,3,Lucas County-Lincoln,Lucas County,Iowa
subcounty,0,Lucas County-Otter Creek,Lucas County,Iowa
subcounty,1,Lucas County-Pleasant,Lucas County,Iowa
subcounty,0,Lucas County-Union,Lucas County,Iowa
subcounty,1,Lucas County-Warren,Lucas County,Iowa
subcounty,0,Lucas County-Washington,Lucas County,Ohio
subcounty,2,Whitebreast,Lucas County,Iowa
subcounty,1,Lyon County-Allison,Lyon County,Iowa
subcounty,2,Centennial,Lyon County,Iowa
subcounty,6,Lyon County-Cleveland,Lyon County,Iowa
subcounty,0,Lyon County-Dale,Lyon County,Iowa
subcounty,13,Doon,Lyon County,Iowa
subcounty,0,Lyon County-Elgin,Lyon County,Iowa
subcounty,1,Lyon County-Garfield,Lyon County,Iowa
subcounty,0,Lyon County-Grant,Lyon County,Iowa
subcounty,6,Larchwood,Lyon County,Iowa
subcounty,0,Liberal,Lyon County,Iowa
subcounty,5,Lyon County-Logan,Lyon County,Iowa
subcounty,3,Lyon County-Lyon,Lyon County,Iowa
subcounty,1,Midland,Midland County,Texas
subcounty,14,Lyon County-Richland,Lyon County,Iowa
subcounty,2,Lyon County-Riverside,Lyon County,Iowa
subcounty,16,Lyon County-Rock,Lyon County,Iowa
subcounty,1,Lyon County-Sioux,Lyon County,Iowa
subcounty,0,Lyon County-Wheeler,Lyon County,Iowa
subcounty,0,Madison County-Crawford,Madison County,Iowa
subcounty,0,Madison County-Douglas,Madison County,Iowa
subcounty,4,Madison County-Grand River,Madison County,Iowa
subcounty,0,Madison County-Jackson,Madison County,Iowa
subcounty,0,Madison County-Jefferson,Madison County,Ohio
subcounty,0,Madison County-Lee,Madison County,Iowa
subcounty,0,Madison County-Lincoln,Madison County,Iowa
subcounty,0,Madison County-Madison,Madison County,Nebraska
subcounty,0,Madison County-Monroe,Madison County,Ohio
subcounty,0,Ohio,Hand County,South Dakota
subcounty,0,Madison County-Penn,Madison County,Iowa
subcounty,0,Madison County-Scott,Madison County,Iowa
subcounty,1,South,Dade County,Missouri
subcounty,0,Madison County-Union,Madison County,Ohio
subcounty,0,Madison County-Walnut,Madison County,Iowa
subcounty,0,Madison County-Webster,Madison County,Iowa
subcounty,3,Winterset,Russell County,Kansas
subcounty,0,Mahaska County-Adams,Mahaska County,Iowa
subcounty,0,Black Oak,Mahaska County,Iowa
subcounty,0,Mahaska County-Cedar,Mahaska County,Iowa
subcounty,0,East Des Moines,Mahaska County,Iowa
subcounty,1,Mahaska County-Garfield,Mahaska County,Iowa
subcounty,0,Mahaska County-Harrison,Mahaska County,Iowa
subcounty,0,Mahaska County-Jefferson,Mahaska County,Iowa
subcounty,0,Mahaska County-Lincoln,Mahaska County,Iowa
subcounty,0,Mahaska County-Madison,Mahaska County,Iowa
subcounty,0,Mahaska County-Monroe,Mahaska County,Iowa
subcounty,13,Oskaloosa,Jefferson County,Kansas
subcounty,0,Mahaska County-Pleasant Grove,Mahaska County,Iowa
subcounty,2,Mahaska County-Prairie,Mahaska County,Iowa
subcounty,0,Mahaska County-Richland,Mahaska County,Iowa
subcounty,0,Mahaska County-Scott,Mahaska County,Iowa
subcounty,1,Mahaska County-Spring Creek,Mahaska County,Iowa
subcounty,0,Mahaska County-Union,Mahaska County,Iowa
subcounty,0,West Des Moines,Mahaska County,Iowa
subcounty,0,Mahaska County-White Oak,Mahaska County,Iowa
subcounty,0,Marion County-Clay,Marion County,Iowa
subcounty,0,Marion County-Dallas,Marion County,Iowa
subcounty,0,Marion County-Franklin,Marion County,Iowa
subcounty,0,Indiana,Marion County,Iowa
subcounty,4,Knoxville,Tioga County,Pennsylvania
subcounty,5,Lake Prairie,Nicollet County,Minnesota
subcounty,0,Marion County-Liberty,Marion County,Missouri
subcounty,0,Marion County-Pleasant Grove,Marion County,Iowa
subcounty,0,Red Rock,Minnehaha County,South Dakota
subcounty,0,Marion County-Summit,Marion County,Kansas
subcounty,0,Marion County-Union,Marion County,Missouri
subcounty,0,Marion County-Washington,Marion County,Iowa
subcounty,0,Bangor,Brookings County,South Dakota
subcounty,0,Marshall County-Eden,Marshall County,South Dakota
subcounty,2,Greencastle,Franklin County,Pennsylvania
subcounty,1,Marshall County-Jefferson,Marshall County,Iowa
subcounty,10,Le Grand,Marshall County,Iowa
subcounty,0,Marshall County-Liberty,Marshall County,Iowa
subcounty,2,Liscomb,Marshall County,Iowa
subcounty,0,Marshall County-Logan,Marshall County,Kansas
subcounty,4,Marietta,Crawford County,Wisconsin
subcounty,12,Marshall County-Marion,Marshall County,Iowa
subcounty,0,Minerva,Essex County,New York
subcounty,0,State Center,Marshall County,Iowa
subcounty,298,Marshall County-Taylor,Marshall County,Iowa
subcounty,166,Timber Creek,Nance County,Nebraska
subcounty,2,Vienna,Dane County,Wisconsin
subcounty,4,Marshall County-Washington,Marshall County,Iowa
subcounty,0,Anderson,Anderson County,South Carolina
subcounty,0,Mills County-Center,Mills County,Iowa
subcounty,0,Mills County-Deer Creek,Mills County,Iowa
subcounty,0,Mills County-Glenwood,Mills County,Iowa
subcounty,0,Mills County-Indian Creek,Mills County,Iowa
subcounty,0,Ingraham,Mills County,Iowa
subcounty,0,Lyons,Walworth County,Wisconsin
subcounty,0,Malvern,Chester County,Pennsylvania
subcounty,0,Oak,Doddridge County,West Virginia
subcounty,0,Plattville,Mills County,Iowa
subcounty,0,Rawles,Mills County,Iowa
subcounty,0,St. Marys,Elk County,Pennsylvania
subcounty,0,Mills County-Silver Creek,Mills County,Iowa
subcounty,0,White Cloud,Nodaway County,Missouri
subcounty,0,Mitchell County-Burr Oak,Mitchell County,Iowa
subcounty,0,Mitchell County-Cedar,Mitchell County,Iowa
subcounty,0,Mitchell County-Douglas,Mitchell County,Iowa
subcounty,0,East Lincoln,Mitchell County,Iowa
subcounty,0,Jenkins,Luzerne County,Pennsylvania
subcounty,0,Mitchell County-Liberty,Mitchell County,Iowa
subcounty,0,Mitchell,Sheboygan County,Wisconsin
subcounty,0,Newburg,Bottineau County,North Dakota
subcounty,0,Osage,Otoe County,Nebraska
subcounty,0,Otranto,Mitchell County,Iowa
subcounty,0,Mitchell County-Rock,Mitchell County,Iowa
subcounty,0,St. Ansgar,Mitchell County,Iowa
subcounty,0,Stacyville,Penobscot County,Maine
subcounty,0,Mitchell County-Union,Mitchell County,Iowa
subcounty,0,Mitchell County-Wayne,Mitchell County,Iowa
subcounty,0,West Lincoln,Mitchell County,Iowa
subcounty,0,Ashton,Spink County,South Dakota
subcounty,0,Belvidere,Buffalo County,Wisconsin
subcounty,0,Monona County-Center,Monona County,Iowa
subcounty,0,Monona County-Cooper,Monona County,Iowa
subcounty,0,Monona County-Fairview,Monona County,Iowa
subcounty,0,Monona County-Franklin,Monona County,Iowa
subcounty,1,Monona County-Grant,Monona County,Iowa
subcounty,0,Jordan,Green County,Wisconsin
subcounty,0,Kennebec,Lyman County,South Dakota
subcounty,0,Monona County-Lake,Monona County,Iowa
subcounty,0,Monona County-Lincoln,Monona County,Iowa
subcounty,0,Monona County-Maple,Monona County,Iowa
subcounty,0,Onawa,Monona County,Iowa
subcounty,0,Monona County-St. Clair,Monona County,Iowa
subcounty,0,Monona County-Sherman,Monona County,Iowa
subcounty,0,Monona County-Sioux,Monona County,Iowa
subcounty,0,Monona County-Soldier,Monona County,Iowa
subcounty,0,Monona County-Spring Valley,Monona County,Iowa
subcounty,0,Monona County-West Fork,Monona County,Iowa
subcounty,0,Monona County-Willow,Monona County,Iowa
subcounty,0,Bluff Creek,Monroe County,Iowa
subcounty,0,Monroe County-Cedar,Monroe County,Iowa
subcounty,0,Monroe County-Franklin,Monroe County,Ohio
subcounty,0,Guilford,Windham County,Vermont
subcounty,0,Monroe County-Jackson,Monroe County,Pennsylvania
subcounty,0,Mantua,Gloucester County,New Jersey
subcounty,0,Monroe County-Monroe,Monroe County,Missouri
subcounty,0,Monroe County-Pleasant,Monroe County,Iowa
subcounty,2,Monroe County-Troy,Monroe County,Iowa
subcounty,0,Monroe County-Union,Monroe County,Missouri
subcounty,0,Urbana,Champaign County,Ohio
subcounty,0,Monroe County-Wayne,Monroe County,Ohio
subcounty,0,Montgomery County-Douglas,Montgomery County,Iowa
subcounty,0,East,Nelson County,Virginia
subcounty,0,Frankfort,Herkimer County,New York
subcounty,0,Montgomery County-Garfield,Montgomery County,Iowa
subcounty,0,Montgomery County-Grant,Montgomery County,Iowa
subcounty,0,Montgomery County-Lincoln,Montgomery County,Iowa
subcounty,0,Pilot Grove,Faribault County,Minnesota
subcounty,5,Montgomery County-Red Oak,Montgomery County,Iowa
subcounty,0,Montgomery County-Scott,Montgomery County,Iowa
subcounty,0,Montgomery County-Sherman,Montgomery County,Iowa
subcounty,0,Montgomery County-Washington,Montgomery County,Ohio
subcounty,0,West,Nelson County,Virginia
subcounty,83,Muscatine County-Bloomington,Muscatine County,Iowa
subcounty,1,Muscatine County-Cedar,Muscatine County,Iowa
subcounty,6,Fruitland,Muskegon County,Michigan
subcounty,0,Muscatine County-Fulton,Muscatine County,Iowa
subcounty,3,Goshen,Addison County,Vermont
subcounty,2,Muscatine County-Lake,Muscatine County,Iowa
subcounty,2,Montpelier,Kewaunee County,Wisconsin
subcounty,0,Moscow,Iowa County,Wisconsin
subcounty,2,Orono,Hennepin County,Minnesota
subcounty,1,Pike,Wyoming County,New York
subcounty,1,Muscatine County-Seventy-Six,Muscatine County,Iowa
subcounty,10,Sweetland,Muscatine County,Iowa
subcounty,167,Wapsinonoc,Muscatine County,Iowa
subcounty,0,Wilton,Saratoga County,New York
subcounty,2,O'Brien County-Baker,O'Brien County,Iowa
subcounty,2,Caledonia,Traill County,North Dakota
subcounty,5,O'Brien County-Carroll,O'Brien County,Iowa
subcounty,0,O'Brien County-Center,O'Brien County,Iowa
subcounty,0,O'Brien County-Dale,O'Brien County,Iowa
subcounty,128,O'Brien County-Floyd,O'Brien County,Iowa
subcounty,12,O'Brien County-Franklin,O'Brien County,Iowa
subcounty,0,O'Brien County-Grant,O'Brien County,Iowa
subcounty,9,Hartley,Union County,Pennsylvania
subcounty,0,O'Brien County-Highland,O'Brien County,Iowa
subcounty,0,O'Brien County-Liberty,O'Brien County,Iowa
subcounty,1,O'Brien County-Lincoln,O'Brien County,Iowa
subcounty,1,Omega,O'Brien County,Iowa
subcounty,1,O'Brien County-Summit,O'Brien County,Iowa
subcounty,4,O'Brien County-Union,O'Brien County,Iowa
subcounty,0,Waterman,O'Brien County,Iowa
subcounty,0,Osceola County-Allison,Osceola County,Iowa
subcounty,3,Osceola County-Baker,Osceola County,Iowa
subcounty,15,East Holman,Osceola County,Iowa
subcounty,0,Osceola County-Fairview,Osceola County,Iowa
subcounty,0,Gilman,Benton County,Minnesota
subcounty,2,Goewey,Osceola County,Iowa
subcounty,1,Osceola County-Harrison,Osceola County,Iowa
subcounty,1,Horton,Elk County,Pennsylvania
subcounty,3,Ocheyedan,Osceola County,Iowa
subcounty,2,Osceola County-Viola,Osceola County,Iowa
subcounty,26,West Holman,Osceola County,Iowa
subcounty,2,Wilson,Washington County,Virginia
subcounty,0,Amity,Bottineau County,North Dakota
subcounty,0,Page County-Buchanan,Page County,Iowa
subcounty,0,Page County-Colfax,Page County,Iowa
subcounty,0,Page County-Douglas,Page County,Iowa
subcounty,0,East River,Page County,Iowa
subcounty,0,Page County-Fremont,Page County,Iowa
subcounty,2,Page County-Grant,Page County,Iowa
subcounty,0,Page County-Harlan,Page County,Iowa
subcounty,0,Page County-Lincoln,Page County,Iowa
subcounty,0,Morton,Lewis County,Washington
subcounty,0,Nebraska,Page County,Iowa
subcounty,5,Page County-Nodaway,Page County,Iowa
subcounty,0,Pierce,Kewaunee County,Wisconsin
subcounty,0,Tarkio,Atchison County,Missouri
subcounty,0,Page County-Valley,Page County,Iowa
subcounty,0,Page County-Washington,Page County,Iowa
subcounty,0,Booth,Palo Alto County,Iowa
subcounty,0,Palo Alto County-Ellington,Palo Alto County,Iowa
subcounty,4,Emmetsburg,Palo Alto County,Iowa
subcounty,0,Palo Alto County-Fairfield,Palo Alto County,Iowa
subcounty,1,Fern Valley,Palo Alto County,Iowa
subcounty,2,Palo Alto County-Freedom,Palo Alto County,Iowa
subcounty,0,Great Oak,Palo Alto County,Iowa
subcounty,0,Palo Alto County-Highland,Palo Alto County,Iowa
subcounty,0,Palo Alto County-Independence,Palo Alto County,Iowa
subcounty,0,Lost Island,Palo Alto County,Iowa
subcounty,0,Palo Alto County-Nevada,Palo Alto County,Iowa
subcounty,0,Rush Lake,Pierce County,North Dakota
subcounty,0,Palo Alto County-Silver Lake,Palo Alto County,Iowa
subcounty,0,Palo Alto County-Vernon,Palo Alto County,Iowa
subcounty,0,Palo Alto County-Walnut,Palo Alto County,Iowa
subcounty,4,West Bend,Palo Alto County,Iowa
subcounty,45,America,Brule County,South Dakota
subcounty,2,Plymouth County-Elgin,Plymouth County,Iowa
subcounty,0,Plymouth County-Elkhorn,Plymouth County,Iowa
subcounty,1,Fredonia,Mercer County,Pennsylvania
subcounty,0,Plymouth County-Garfield,Plymouth County,Iowa
subcounty,2,Plymouth County-Grant,Plymouth County,Iowa
subcounty,3,Hancock,Addison County,Vermont
subcounty,0,Plymouth County-Henry,Plymouth County,Iowa
subcounty,2,Hungerford,Plymouth County,Iowa
subcounty,1,Plymouth County-Johnson,Plymouth County,Iowa
subcounty,1,Plymouth County-Liberty,Plymouth County,Iowa
subcounty,0,Plymouth County-Lincoln,Plymouth County,Iowa
subcounty,2,Plymouth County-Marion,Plymouth County,Iowa
subcounty,1,Plymouth County-Meadow,Plymouth County,Iowa
subcounty,5,Plymouth County-Perry,Plymouth County,Iowa
subcounty,2,Plymouth,Lunenburg County,Virginia
subcounty,0,Plymouth County-Portland,Plymouth County,Iowa
subcounty,1,Preston,Brookings County,South Dakota
subcounty,5,Remsen,Oneida County,New York
subcounty,0,Plymouth County-Sioux,Plymouth County,Iowa
subcounty,0,Plymouth County-Sioux City,Plymouth County,Iowa
subcounty,1,Stanton,Martin County,Texas
subcounty,1,Plymouth County-Union,Plymouth County,Iowa
subcounty,1,Plymouth County-Washington,Plymouth County,Iowa
subcounty,0,Plymouth County-Westfield,Plymouth County,Iowa
subcounty,0,Bellville,Austin County,Texas
subcounty,4,Pocahontas County-Cedar,Pocahontas County,Iowa
subcounty,0,Pocahontas County-Center,Pocahontas County,Iowa
subcounty,0,Pocahontas County-Colfax,Pocahontas County,Iowa
subcounty,0,Cummins,Pocahontas County,Iowa
subcounty,1,Pocahontas County-Des Moines,Pocahontas County,Iowa
subcounty,0,Pocahontas County-Dover,Pocahontas County,Iowa
subcounty,1,Pocahontas County-Garfield,Pocahontas County,Iowa
subcounty,0,Pocahontas County-Grant,Pocahontas County,Iowa
subcounty,0,Pocahontas County-Lake,Pocahontas County,Iowa
subcounty,0,Pocahontas County-Lincoln,Pocahontas County,Iowa
subcounty,0,Lizard,Pocahontas County,Iowa
subcounty,1,Pocahontas County-Marshall,Pocahontas County,Iowa
subcounty,1,Powhatan,James City County,Virginia
subcounty,5,Rolfe,Pocahontas County,Iowa
subcounty,0,Roosevelt,Duchesne County,Utah
subcounty,0,Pocahontas County-Sherman,Pocahontas County,Iowa
subcounty,14,Pocahontas County-Swan Lake,Pocahontas County,Iowa
subcounty,63,Polk County-Allen,Polk County,Iowa
subcounty,2,Polk County-Beaver,Polk County,Wisconsin
subcounty,666,Polk County-Bloomfield,Polk County,Iowa
subcounty,2,Camp,Renville County,Minnesota
subcounty,104,Polk County-Clay,Polk County,Iowa
subcounty,132,Crocker,Polk County,Iowa
subcounty,111,Polk County-Delaware,Polk County,Iowa
subcounty,1437,Polk County-Des Moines,Polk County,Iowa
subcounty,21,Polk County-Douglas,Polk County,Iowa
subcounty,1,Elkhart,Anderson County,Texas
subcounty,67,Four Mile,Otoe County,Nebraska
subcounty,24,Polk County-Franklin,Polk County,Iowa
subcounty,44,Polk County-Jefferson,Polk County,Missouri
subcounty,1490,Polk County-Lee,Polk County,Iowa
subcounty,0,Polk County-Lincoln,Polk County,Wisconsin
subcounty,0,Polk County-Madison,Polk County,Iowa
subcounty,149,Saylor,Polk County,Iowa
subcounty,0,Saylorville Reservoir,Polk County,Iowa
subcounty,0,Polk County-Union,Polk County,Missouri
subcounty,966,Polk County-Walnut,Polk County,Iowa
subcounty,0,Polk County-Washington,Polk County,Iowa
subcounty,386,Polk County-Webster,Polk County,Iowa
subcounty,21,Belknap,Presque Isle County,Michigan
subcounty,0,Boomer,Wilkes County,North Carolina
subcounty,0,Carson,Portage County,Wisconsin
subcounty,2,Pottawattamie County-Center,Pottawattamie County,Iowa
subcounty,0,Crescent,Oneida County,Wisconsin
subcounty,20,Garner,Golden Valley County,North Dakota
subcounty,0,Pottawattamie County-Grove,Pottawattamie County,Iowa
subcounty,1,Pottawattamie County-Hardin,Pottawattamie County,Iowa
subcounty,0,Hazel Dell,Pottawattamie County,Iowa
subcounty,1,James,Saginaw County,Michigan
subcounty,294,Pottawattamie County-Kane,Pottawattamie County,Iowa
subcounty,1,Keg Creek,Pottawattamie County,Iowa
subcounty,3,Pottawattamie County-Knox,Pottawattamie County,Iowa
subcounty,2,Pottawattamie County-Lake,Pottawattamie County,Iowa
subcounty,6,Layton,McHenry County,North Dakota
subcounty,68,Lewis,Mason County,West Virginia
subcounty,1,Pottawattamie County-Lincoln,Pottawattamie County,Iowa
subcounty,0,Macedonia,Cherokee County,South Carolina
subcounty,0,Minden,Montgomery County,New York
subcounty,0,Neola,Pottawattamie County,Iowa
subcounty,0,Norwalk,Monroe County,Wisconsin
subcounty,0,Pottawattamie County-Pleasant,Pottawattamie County,Iowa
subcounty,0,Pottawattamie County-Rockford,Pottawattamie County,Iowa
subcounty,0,Pottawattamie County-Silver Creek,Pottawattamie County,Iowa
subcounty,1,Pottawattamie County-Valley,Pottawattamie County,Iowa
subcounty,1,Pottawattamie County-Washington,Pottawattamie County,Iowa
